Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR272339,2013-05-15 07:25:15,2013-05-15 07:25:15,705756,826229508,0,1170,1798,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272339/ERR272339.sra,ERX246615,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,C6B0F632DF64D011AA6A1900E406E5EC,058DFE8AF47B3D45D2DA29F0D646D939
ERR272338,2013-05-15 07:25:15,2013-05-15 07:25:15,717492,839957824,0,1170,1821,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272338/ERR272338.sra,ERX246614,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,9A02B5246230F61E021C3979BDB60DA1,8C872936D1C208379E633C5F9D3E2B19
ERR272337,2013-05-15 07:25:15,2013-05-15 07:25:15,151516,164046249,0,1082,367,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272337/ERR272337.sra,ERX246613,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,A2D4D7BC85D1BF4AE8A2E7DA25B0BE4C,B818E8DE22D58F9D4D9C0FDA68827BCE
ERR272336,2013-05-15 07:25:15,2013-05-15 07:25:15,164466,179518931,0,1091,402,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272336/ERR272336.sra,ERX246612,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,D87BFC6DCD7DB10AA14769A0C810F8D9,15FB2A75187B5626DD527F063F97635E
ERR272335,2013-05-15 07:25:15,2013-05-15 07:25:15,169451,186629447,0,1101,418,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272335/ERR272335.sra,ERX246611,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,25E019CCAAA6D4E75D451237078DA8FB,001B0CF8639DD44BB09B7F94A6BF4A2B
ERR272334,2013-05-15 07:25:15,2013-05-15 07:25:15,165095,181552619,0,1099,406,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272334/ERR272334.sra,ERX246610,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,412165B25DE73388E2BC72041C84B988,B0760F3C1C6679F22E51D43941BDFD52
ERR272333,2013-05-15 07:25:15,2013-05-15 07:25:15,134511,146087432,0,1086,328,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272333/ERR272333.sra,ERX246609,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,0AF7BB6AA739C6CD03F643F23B783D1C,4A15495E6761B0F2EF6F6A0959F7AFDD
ERR272332,2013-05-15 07:25:15,2013-05-15 07:25:15,144567,158285780,0,1094,355,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272332/ERR272332.sra,ERX246608,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,80F127E677A3AE6D322CCDCEE53D1A65,ADD76A9F84C548638175AE1A8465F833
ERR272331,2013-05-15 07:25:15,2013-05-15 07:25:15,147223,161754338,0,1098,362,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272331/ERR272331.sra,ERX246607,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,741C1F5E9486DC6AE419375EF6466F56,53859248214F6B65DD763CE0395502D9
ERR272330,2013-05-15 07:25:15,2013-05-15 07:25:15,155444,171022054,0,1100,383,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272330/ERR272330.sra,ERX246606,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,DEAB98D9E1446F234DC4000B5F34AAAF,1BDD4FD76FAF7FC6230D2A0E9C408629
ERR272329,2013-05-15 07:25:15,2013-05-15 07:25:15,54454,57996097,0,1065,132,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272329/ERR272329.sra,ERX246605,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,D6016CB3EE48934B9518603AC4D8E2BF,510231F4335047EA58823854954B98FF
ERR272328,2013-05-15 07:25:15,2013-05-15 07:25:15,62197,64758033,0,1041,149,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272328/ERR272328.sra,ERX246604,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,B5BDEAB129B680BC4015FF882E97CCB6,C75296842455EACA687A4C31695F4652
ERR272327,2013-05-15 07:25:15,2013-05-15 07:25:15,65063,67388045,0,1035,156,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272327/ERR272327.sra,ERX246603,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,7A9D5024950578EC1F11F47CCD75BB7C,FFE0EC6F2259D430EE5974A483838CB0
ERR272326,2013-05-15 07:25:15,2013-05-15 07:25:15,61554,65184884,0,1058,148,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272326/ERR272326.sra,ERX246602,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,03D6CB745E1F30E929A7FB04B108BDB2,8445544C1A234CE30A622135C00562BB
ERR272325,2013-05-15 07:25:15,2013-05-15 07:25:15,113996,121004841,0,1061,276,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272325/ERR272325.sra,ERX246601,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,9BC1DA27C4D4FF6FAE7FE050E8020858,64FBC007C4565305346A19614DCBE214
ERR272324,2013-05-15 07:25:15,2013-05-15 07:25:15,122318,128057672,0,1046,295,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272324/ERR272324.sra,ERX246600,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,613B8A36F8932C341DDFE56696B1C541,F918756E4B4A8E566CA9FBB96B88D923
ERR272386,2013-05-17 07:40:54,2013-05-17 07:40:54,617334,286326893,423490,463,664,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272386/ERR272386.sra,ERX246662,unspecified,WGS,RANDOM,GENOMIC,PAIRED,3000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,25AAAA9770F9A4930D6B0784E62F108E,7DE802E2A4537855928F47ED6FEA35BE
ERR272387,2013-05-17 07:40:54,2013-05-17 07:40:54,225461,102735106,161312,455,241,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272387/ERR272387.sra,ERX246663,unspecified,WGS,RANDOM,GENOMIC,PAIRED,3000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,4EA28DFDF2A2F1A3159B8358E96C8DBF,53F025BD24AC661AEF0F8BB66B26DE51
ERR272388,2013-05-17 07:40:54,2013-05-17 07:40:54,399883,179861487,288708,449,413,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272388/ERR272388.sra,ERX246664,unspecified,WGS,RANDOM,GENOMIC,PAIRED,3000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,CF6E1E9828AB3F2313092F2A74EEBD41,CCC2FC893874815F026BE5D436575E17
ERR272389,2013-05-17 07:40:54,2013-05-17 07:40:54,388417,176568047,0,454,407,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272389/ERR272389.sra,ERX246665,unspecified,WGS,RANDOM,GENOMIC,PAIRED,3000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,FD750C1B1E0311AE855AF70A9CD7839E,30B2CB4B3D84A8A54C0E414B94D32448
ERR272390,2013-05-17 07:40:54,2013-05-17 07:40:54,220736,98169111,159630,444,232,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272390/ERR272390.sra,ERX246666,unspecified,WGS,RANDOM,GENOMIC,PAIRED,3000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,16A67B83335D948123A04093D60371F4,3AC70C9837B21C031A8289D6A309B3CD
ERR272391,2013-05-17 07:40:54,2013-05-17 07:40:54,139352,70082395,90299,502,165,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272391/ERR272391.sra,ERX246667,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,056369E669E44C73019A051E4EBFECE3,97D355213D70A221595BC1A62933649E
ERR272392,2013-05-17 07:40:54,2013-05-17 07:40:54,227242,112353691,0,494,257,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272392/ERR272392.sra,ERX246668,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,659EEF14626A97CC2B083E19BD6D0FDD,30AC8330A42FCF58046D0EF1B4CEE372
ERR272393,2013-05-17 07:40:54,2013-05-17 07:40:54,128863,67408305,75836,523,155,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272393/ERR272393.sra,ERX246669,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,CBF9868678AC88CAD024C7ADDA8C0826,5CD28255404F093544DB0371087E81ED
ERR272394,2013-05-17 07:40:54,2013-05-17 07:40:54,252415,126355188,0,500,287,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272394/ERR272394.sra,ERX246670,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,A1DEFFBCB7CB14D10D85B9D212C3E9C4,7BE5A4D5BEED3360F2B8374405F08675
ERR272395,2013-05-17 07:40:54,2013-05-17 07:40:54,130802,66148847,84610,505,155,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272395/ERR272395.sra,ERX246671,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,5E1BCE8D97B35E5C38D7173C1D5172AC,7E682E5970A251C75677BCB0793233CE
ERR272396,2013-05-17 07:40:54,2013-05-17 07:40:54,227438,111991139,0,492,256,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272396/ERR272396.sra,ERX246672,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,7012EF657251211FE8CA5ED8D21F3932,602646466945D0609B0B29ACD6CF1D2F
ERR272397,2013-05-17 07:40:54,2013-05-17 07:40:54,129064,63835914,84184,494,152,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272397/ERR272397.sra,ERX246673,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,40697D1821D277DEA0F6D7143487B0C2,92FF11B2075EB17DDF917BA31406F80C
ERR272398,2013-05-17 07:40:54,2013-05-17 07:40:54,242351,117310011,179465,484,273,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272398/ERR272398.sra,ERX246674,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,A208B1535FD97407F2AE81A0CCDB85BC,F45244D467B84C64117F1D521B639D5D
ERR272399,2013-05-17 07:40:54,2013-05-17 07:40:54,117483,61350058,71608,522,140,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272399/ERR272399.sra,ERX246675,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,B5FE5A614F13806564982F1323212BC6,FDE8E99297D6BADF9CFA1F87C2EBF356
ERR272400,2013-05-17 07:40:54,2013-05-17 07:40:54,261091,131111502,173293,502,307,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272400/ERR272400.sra,ERX246676,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,645F5B79A12CD5F442960F6FA5C95AB1,3618EF20193EF1F82966A1A99CBAE074
ERR272401,2013-05-17 07:40:54,2013-05-17 07:40:54,130515,69371371,75460,531,159,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272401/ERR272401.sra,ERX246677,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,1DA17A90C048D5D99E1465081EE994E6,5F3033B7290DD2F544FE4DF71CF506D8
ERR272402,2013-05-17 07:40:54,2013-05-17 07:40:54,275940,140455338,179689,509,325,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272402/ERR272402.sra,ERX246678,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,AA6712B1A648295B761C81E5002DE787,D33F1E033AA1618259946DED88D94F1A
ERR272403,2013-05-17 07:40:54,2013-05-17 07:40:54,123995,63576725,76804,512,148,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272403/ERR272403.sra,ERX246679,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,595CFA7A053D7273A97DF0ECA7CCEDEF,7CF5F0318F9B176CA8BFAE950C072704
ERR272404,2013-05-17 07:40:54,2013-05-17 07:40:54,261954,128888033,178867,492,305,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272404/ERR272404.sra,ERX246680,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,A2704D8FBBBB295168928543D9B2C3B1,B29F297D06027B31BDF440285AB7369F
ERR272405,2013-05-17 07:40:54,2013-05-17 07:40:54,120169,60151246,77490,500,142,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272405/ERR272405.sra,ERX246681,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,4536CDB8C5100FBAB66FB13509E98562,82BCFBFD7DEDAF3C14CC9E13B53D2BF1
ERR272406,2013-05-17 07:40:54,2013-05-17 07:40:54,246749,120401922,164483,487,290,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272406/ERR272406.sra,ERX246682,unspecified,WGS,RANDOM,GENOMIC,PAIRED,8000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,9167877D7C46E6406517BADE36F28883,16E3831875862172B9C4699676616025
ERR272407,2013-05-17 07:40:54,2013-05-17 07:40:54,252593,123459069,177936,488,286,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272407/ERR272407.sra,ERX246683,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,AA32CC727F0DC6248FA69D184E5A9F99,3C7BD210DCBDFC03D21E926593D3091A
ERR272408,2013-05-17 07:40:54,2013-05-17 07:40:54,407231,212946434,0,522,487,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272408/ERR272408.sra,ERX246684,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,38D57ED8E531F5B0C677E499B101378C,40545DEDF6C0D0BDE3791D4D658652FF
ERR272409,2013-05-17 07:40:54,2013-05-17 07:40:54,434137,224255085,0,516,513,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272409/ERR272409.sra,ERX246685,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,A5069F6C0A0FBD4A30671977836CACA6,AC024D1BCDE94902F75B16D78D9D5404
ERR272410,2013-05-17 07:40:54,2013-05-17 07:40:54,255553,125486678,0,491,289,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272410/ERR272410.sra,ERX246686,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,140F3856460DA5FD9995CBFD50FA1864,3BDAC1BA0608426AC08BFAFC55EC1D1B
ERR272411,2013-05-17 07:40:54,2013-05-17 07:40:54,611477,302104040,0,494,680,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272411/ERR272411.sra,ERX246687,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,7E85337EFD33F6968E00A239BE068D20,38C6EDBACF365FBB30996EF48A731ABD
ERR272412,2013-05-17 07:40:54,2013-05-17 07:40:54,609962,302239396,0,495,684,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272412/ERR272412.sra,ERX246688,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,0468D2EE993B1F4C4E9DB929F28DE910,073530FB151240B6C6622EE8B9FBB67C
ERR272413,2013-05-17 07:40:54,2013-05-17 07:40:54,221673,118209605,121283,533,264,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272413/ERR272413.sra,ERX246689,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,5FE564B52825F1EFEF67F1C4E1F706C0,55471E1CB3CFD56BD27B0D7A04D46C45
