Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR272414,2013-05-17 07:40:54,2013-05-17 07:40:54,518180,286110127,0,552,626,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272414/ERR272414.sra,ERX246690,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,93CB57477365D5BF9636D67403ACC7D5,A9902367D9AA7900EBD60816D4600F9A
ERR272415,2013-05-17 07:40:54,2013-05-17 07:40:54,482556,263863356,0,546,578,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272415/ERR272415.sra,ERX246691,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,AD691E0A2508E4B4122BACA35029D957,5BC16173FEC557DF549D475C1047E40A
ERR272416,2013-05-17 07:40:54,2013-05-17 07:40:54,177041,95358097,0,538,216,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272416/ERR272416.sra,ERX246692,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,DF90FB73BFC9745774CC28D91C9CBFEE,87D841E58F1E45CD02FB6980EC825224
ERR272417,2013-05-17 07:40:54,2013-05-17 07:40:54,532826,283112528,0,531,620,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272417/ERR272417.sra,ERX246693,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,5813BA533F8C8D06C97654060C3F6E41,D6AEE177D8FF0A4DE1D333E478F86179
ERR272418,2013-05-17 07:40:54,2013-05-17 07:40:54,494684,261337628,0,528,574,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272418/ERR272418.sra,ERX246694,unspecified,WGS,RANDOM,GENOMIC,PAIRED,20000,0,LS454,454 GS FLX Titanium,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA212488,,public,5C38B5FF831DF8794811876384D62AE4,BC5B01F147863D64A91E3A90BE5E1547
ERR340430,2013-09-20 10:23:00,2013-09-20 10:23:00,8677533,1752861666,8677533,202,1531,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340430/ERR340430.sra,ERX313279,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,461C0F61D952163A29198B4DE6A2824E,97E7C475143F40BD2AB1EC462B65E746
ERR340431,2013-09-20 10:23:00,2013-09-20 10:23:00,1433374,289541548,1433374,202,249,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340431/ERR340431.sra,ERX313280,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,5E01A812A9E41A782E71A0FEB990FB30,0373F6CE5781C6F9142AA13C9F6EB8DB
ERR340432,2013-09-20 10:23:00,2013-09-20 10:23:00,2360998,476921596,2360998,202,411,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340432/ERR340432.sra,ERX313281,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,149B2EC8B49A21C28607933382EB9221,36795E698F381F6BFF3C01DC32025AD0
ERR340433,2013-09-20 10:23:00,2013-09-20 10:23:00,3137426,633760052,3137426,202,554,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340433/ERR340433.sra,ERX313282,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,FAA664C8770956CBC0D627DB4105F211,109CA5F4CB4EF11A27DCADCD3C4F2076
ERR340434,2013-09-20 10:23:00,2013-09-20 10:23:00,10866511,2195035222,10866511,202,1917,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340434/ERR340434.sra,ERX313283,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,0E766160F5DAED51100B4DBD49CFB745,AAB91BDE7618E4449F724088F0AC4EFA
ERR340435,2013-09-20 10:23:00,2013-09-20 10:23:00,8302512,1677107424,8302512,202,1475,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340435/ERR340435.sra,ERX313284,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,1CAA7B3CFBEDB790F18D819D8B2BFA79,1CC8CB84843C4F684B630516F3F86B25
ERR340436,2013-09-20 10:23:00,2013-09-20 10:23:00,10607066,2142627332,10607066,202,1845,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340436/ERR340436.sra,ERX313285,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,AB903ADC6DB123CA87BFEE0194A4C366,C48D51626B5D3FBE9A78AC3E1EB13C43
ERR340437,2013-09-20 10:23:00,2013-09-20 10:23:00,7733181,1562102562,7733181,202,1368,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340437/ERR340437.sra,ERX313286,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,0477E0EDE917E755BE9EC6B41819C398,BB8FE872869E85130E3E58B19EBB3A3D
ERR340438,2013-09-20 10:23:00,2013-09-20 10:23:00,7626973,1540648546,7626973,202,1339,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340438/ERR340438.sra,ERX313287,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,1CD13C41EFCFDF2DF514AD5831A613BE,F53F68910E69B676EEFC772A697746A2
ERR340439,2013-09-20 10:23:00,2013-09-20 10:23:00,10114018,2043031636,10114018,202,1778,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR340/ERR340439/ERR340439.sra,ERX313288,D0472ACXX,WGS,RANDOM,GENOMIC,PAIRED,40000,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DUKE,ERA250291,,public,85971BC5BEAD70200D3C253A376030AF,1AB744BDCC077AAFEA172DB34648F728
ERR244145,2013-03-27 04:23:36,2013-03-27 04:23:36,161326667,48398000100,161326667,300,32224,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR244/ERR244145/ERR244145.sra,ERX218679,PARprgDAPDCAAPE,WGS,RANDOM,GENOMIC,PAIRED,220,0,ILLUMINA,Illumina HiSeq 2000,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA201590,,public,1E51F27271433FCCCFB4DB4D48CF6FDC,3B548F989362ECC42C8139EE61D8D8D3
ERR272291,2013-05-15 07:25:15,2013-05-15 07:25:15,642202,744784302,0,1159,1602,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272291/ERR272291.sra,ERX246567,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,82371AB2284FA58A0EEAEF0E3379C234,13BE8EDCC7E0DA4905ABF4AFFEBD1405
ERR272292,2013-05-15 07:25:15,2013-05-15 07:25:15,705495,818816842,0,1160,1761,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272292/ERR272292.sra,ERX246568,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,286EA75C4B8B9471058A2DAA8AD961C7,5616B9CDA70A8374525104F903A56797
ERR272293,2013-05-15 07:25:15,2013-05-15 07:25:15,672030,764805664,0,1138,1667,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272293/ERR272293.sra,ERX246569,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,C80CCDB68ABDBCAABAF5AB0FC90CFF0F,58762C55D56D599FDB8948683557E6FA
ERR272294,2013-05-15 07:25:15,2013-05-15 07:25:15,691028,782341819,0,1132,1715,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272294/ERR272294.sra,ERX246570,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,AEA713E6C2B8BD82D4A1A6969ECB8D38,940FA2F973552B05CF03592C26C8765A
ERR272295,2013-05-15 07:25:15,2013-05-15 07:25:15,169149,196618598,0,1162,428,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272295/ERR272295.sra,ERX246571,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,0527C69A19539BE38981CCECFE137D10,C21711401EFAB08AAF2239D7A69E8F05
ERR272296,2013-05-15 07:25:15,2013-05-15 07:25:15,184379,212954276,0,1154,464,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272296/ERR272296.sra,ERX246572,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,6027F23E7DBC70D9CA28C199FC8252AB,A91CD8A653BF7BA489B7F235560C48B2
ERR272297,2013-05-15 07:25:15,2013-05-15 07:25:15,184934,215277610,0,1164,467,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272297/ERR272297.sra,ERX246573,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,E39D733C0CD2558F86DC23B7A271053C,49D5BEAAB831723C7DC173881C70A3E7
ERR272298,2013-05-15 07:25:15,2013-05-15 07:25:15,199030,227473328,0,1142,496,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272298/ERR272298.sra,ERX246574,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,3961EE11559F87D5ECA56BCFB6B64539,594CF0769A0CE534365D09C523DDC0D2
ERR272299,2013-05-15 07:25:15,2013-05-15 07:25:15,210958,234348174,0,1110,519,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272299/ERR272299.sra,ERX246575,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,38299170A3C2023ABD67190A2DA1BC61,7D3E83274C4B9BE98840C6E2221F2A4A
ERR272300,2013-05-15 07:25:15,2013-05-15 07:25:15,204721,225886042,0,1103,501,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272300/ERR272300.sra,ERX246576,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,146BF8D2AE3F15492208DFD339403493,E3705071AC3523425174B98427275856
ERR272301,2013-05-15 07:25:15,2013-05-15 07:25:15,178765,202941205,0,1135,445,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272301/ERR272301.sra,ERX246577,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,92277AF0543337669C1F86F9E4A0AB61,5C44850E9AA919D9E9DACB866FAE2346
ERR272302,2013-05-15 07:25:15,2013-05-15 07:25:15,183795,210887037,0,1147,461,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272302/ERR272302.sra,ERX246578,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,27A25B7E803E6B3C1EFBD50FD3D5CBFC,F0328D18EE18B6C176C73F30AFB6E7C6
ERR272303,2013-05-15 07:25:15,2013-05-15 07:25:15,200665,224472239,0,1118,497,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272303/ERR272303.sra,ERX246579,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,ECB56F823EAF57E89A8B4C2D0C378E97,B88BEE00BF9CF55179AECD5D891C0B75
ERR272304,2013-05-15 07:25:15,2013-05-15 07:25:15,197861,219380915,0,1108,487,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272304/ERR272304.sra,ERX246580,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,F354E4DED3956199C3B401CB762B2CBA,D79CE5DE242E4E8EC07953D04D4BC8F2
ERR272305,2013-05-15 07:25:15,2013-05-15 07:25:15,175869,198135339,0,1126,436,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272305/ERR272305.sra,ERX246581,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,33709A1859BF77B5974B39247F636E9B,94F4244D38A91C378145889F5E9C1231
ERR272306,2013-05-15 07:25:15,2013-05-15 07:25:15,154759,177211320,0,1145,392,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272306/ERR272306.sra,ERX246582,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,D171F38778A88B761EE2061BC1D0C11C,BEF67FD4332D618191DE236DD2A9CF04
ERR272307,2013-05-15 07:25:15,2013-05-15 07:25:15,162474,187823615,0,1156,412,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272307/ERR272307.sra,ERX246583,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,5E51EA97F2D974944D1317CBFD255CE3,BEB3E337A283160D8715E64E635CE010
ERR272308,2013-05-15 07:25:15,2013-05-15 07:25:15,162501,188392604,0,1159,412,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272308/ERR272308.sra,ERX246584,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,616EAC19C8CC6415326FCF90DBFDB6DE,B525E3B65C7FF31F929940C419F9186E
ERR272309,2013-05-15 07:25:15,2013-05-15 07:25:15,163956,189909588,0,1158,414,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272309/ERR272309.sra,ERX246585,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,7A4111DFCEEA5B847FB5A02F494E5C09,E69DE1CD86BDBDE3757251EDA54B7954
ERR272310,2013-05-15 07:25:15,2013-05-15 07:25:15,153377,172225025,0,1122,384,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272310/ERR272310.sra,ERX246586,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,C3BA35971B35A1548C036E731055C924,29262CBCEA8E7D204E5529133CC4DCE1
ERR272311,2013-05-15 07:25:15,2013-05-15 07:25:15,163753,185945993,0,1135,411,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272311/ERR272311.sra,ERX246587,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,A739FC4E7F60B31BB07705BD3EF1C8D9,F347EB5FCC7A7CE2A9E82E3CC2D372BF
ERR272312,2013-05-15 07:25:15,2013-05-15 07:25:15,166048,189426173,0,1140,417,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272312/ERR272312.sra,ERX246588,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,C146FB8AE21D3DD31C903055E0207AF1,16FD3AA6D28116DA4201D1ABCA9931F1
ERR272313,2013-05-15 07:25:15,2013-05-15 07:25:15,164432,186996094,0,1137,410,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272313/ERR272313.sra,ERX246589,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,CEFD50F4FCA8E8147BF8B5B36CA7EC68,0C1AD0A0579408C79205EEC4C6CEF942
ERR272314,2013-05-15 07:25:15,2013-05-15 07:25:15,208564,220367516,0,1056,504,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272314/ERR272314.sra,ERX246590,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,1D34644CE3653A010D83E057EE3B9488,89547C5A7FAB192BE43E20842695F00C
ERR272315,2013-05-15 07:25:15,2013-05-15 07:25:15,214569,224329710,0,1045,516,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272315/ERR272315.sra,ERX246591,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,E971A13A25CE05717557C2506587D9F4,65F4C0363DA200E5CECF6D033A3D43A1
ERR272316,2013-05-15 07:25:15,2013-05-15 07:25:15,210129,220100574,0,1047,506,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272316/ERR272316.sra,ERX246592,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,323C9FE04C30439911A34D9832372BD1,584ACE48AA623FCB897B88F045808B59
ERR272317,2013-05-15 07:25:15,2013-05-15 07:25:15,199482,210652498,0,1055,482,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272317/ERR272317.sra,ERX246593,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,BA9963640ADA24FBBFF9B82A647D3E83,B74A754017C0EE2543D0BA61766F9DC1
ERR272318,2013-05-15 07:25:15,2013-05-15 07:25:15,202389,213966310,0,1057,490,,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR272/ERR272318/ERR272318.sra,ERX246594,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,LS454,454 GS FLX+,ERP002324,Melopsittacus_undulatus_WGS,0,205798,ERS222880,SAMEA1713774,13146,Melopsittacus undulatus,budgerigar,,,,,male,,no,,,,,DukeUniversity,ERA212360,,public,6447BACD22C0A4F40469630B5EBB7852,A35819692CB78775756478A4E51EF5C4
